conversation_id,title,create_time,update_time,month_bucket,message_count,primary_project,project_names_raw,project_names_canonical,is_real_project_work,confidence_0_1,classification_reason,summary
69ba5b80-29bc-8333-8a17-3b7f03da6dbc,NeuralShell Blueprint Creation,2026-03-18 01:00:00,2026-03-18 01:10:57,2026-03,12,neuralos,neuralos | neuraltube | obey_neurodomverse | hypersnatch | mind_unset | neuralbook | neuralshell | snoozurp,neuralos | neuraltube | obey_neurodomverse | hypersnatch | mind_unset | neuralbook | neuralshell | snoozurp,True,0.95,"matched canonical project aliases: neuralos, neuraltube, obey_neurodomverse, hypersnatch, mind_unset","NeuralShell Blueprint Creation classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, obey_neurodomverse, hypersnatch, mind_unset."
69ba4135-f974-8329-9582-f64759be2444,Chat History Deep Scan,2026-03-17 23:07:50,2026-03-17 23:36:34,2026-03,14,iseebs,iseebs | neuralos | mind_unset | neuralshell | neuraltube,iseebs | neuralos | mind_unset | neuralshell | neuraltube,True,0.95,"matched canonical project aliases: iseebs, neuralos, mind_unset, neuralshell, neuraltube","Chat History Deep Scan classified as iseebs (project work). Reason: matched canonical project aliases: iseebs, neuralos, mind_unset, neuralshell, neuraltube."
69b85a77-9bd4-8329-a914-c0e0e4acc09d,Dev Progress Report,2026-03-16 12:31:04,2026-03-17 11:27:00,2026-03,229,neuralos,neuralos | neuralshell | neuraltube | hypersnatch | iseebs | mind_unset,neuralos | neuralshell | neuraltube | hypersnatch | iseebs | mind_unset,True,0.95,"matched canonical project aliases: neuralos, neuralshell, neuraltube, hypersnatch, iseebs","Dev Progress Report classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuralshell, neuraltube, hypersnatch, iseebs."
69b853f7-24c8-8330-8e1d-6651b78b6c3f,Codex installation troubleshooting,2026-03-16 12:03:20,2026-03-16 12:19:44,2026-03,16,neuralos,neuralos | hypersnatch | neuraltube,neuralos | hypersnatch | neuraltube,True,0.85,"matched canonical project aliases: neuralos, hypersnatch, neuraltube","Codex installation troubleshooting classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, hypersnatch, neuraltube."
69b3590b-8570-8325-98f7-f9482d32a688,NeuralTube UI Features,2026-03-12 17:24:27,2026-03-16 00:00:21,2026-03,364,neuraltube,neuraltube | neuralos | neuralshell | hypersnatch | iseebs | mind_unset | neuralbook | obey_neurodomverse,neuraltube | neuralos | neuralshell | hypersnatch | iseebs | mind_unset | neuralbook | obey_neurodomverse,True,0.95,"matched canonical project aliases: neuraltube, neuralos, neuralshell, hypersnatch, iseebs","NeuralTube UI Features classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralos, neuralshell, hypersnatch, iseebs."
69a87946-ed6c-832e-b09f-b3b430f500cc,Security Protocol Scan,2026-03-04 10:26:31,2026-03-14 12:45:48,2026-03,260,neuralos,neuralos | neuraltube | hypersnatch | mind_unset | obey_neurodomverse | scamazon | neuralbook | neuralshell | snoozurp,neuralos | neuraltube | hypersnatch | mind_unset | obey_neurodomverse | scamazon | neuralbook | neuralshell | snoozurp,True,0.95,"matched canonical project aliases: neuralos, neuraltube, hypersnatch, mind_unset, obey_neurodomverse","Security Protocol Scan classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, hypersnatch, mind_unset, obey_neurodomverse."
69b45447-bd60-8326-8915-18c2b27d4544,NeuralOS Build Pack,2026-03-13 11:15:37,2026-03-13 22:12:40,2026-03,131,neuralos,neuralos | neuraltube | hypersnatch | mind_unset | neuralbook | neuralshell | obey_neurodomverse,neuralos | neuraltube | hypersnatch | mind_unset | neuralbook | neuralshell | obey_neurodomverse,True,0.95,"matched canonical project aliases: neuralos, neuraltube, hypersnatch, mind_unset, neuralbook","NeuralOS Build Pack classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, hypersnatch, mind_unset, neuralbook."
69b44894-4c98-832e-a76f-bc55c73dd70d,Uninstall Node Electron,2026-03-13 10:26:05,2026-03-13 11:14:40,2026-03,63,neuralos,neuralos | neuraltube | hypersnatch | obey_neurodomverse | scamazon | neuralshell | snoozurp,neuralos | neuraltube | hypersnatch | obey_neurodomverse | scamazon | neuralshell | snoozurp,True,0.95,"matched canonical project aliases: neuralos, neuraltube, hypersnatch, obey_neurodomverse, scamazon","Uninstall Node Electron classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, hypersnatch, obey_neurodomverse, scamazon."
69b37055-f24c-832c-81ab-5d3925c831c7,NeuralTube Project Ideas,2026-03-12 19:03:30,2026-03-12 19:41:42,2026-03,57,neuraltube,neuraltube | hypersnatch | neuralos | iseebs | mind_unset | snoozurp | neuralbook | neuralshell,neuraltube | hypersnatch | neuralos | iseebs | mind_unset | snoozurp | neuralbook | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, hypersnatch, neuralos, iseebs, mind_unset","NeuralTube Project Ideas classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, hypersnatch, neuralos, iseebs, mind_unset."
69b36bdb-1420-8331-9f03-975e5e8fb845,IP Gold Scan Results,2026-03-12 18:44:17,2026-03-12 19:02:05,2026-03,38,neuraltube,neuraltube | neuralos | obey_neurodomverse | hypersnatch | iseebs | scamazon | neuralbook | neuralshell,neuraltube | neuralos | obey_neurodomverse | hypersnatch | iseebs | scamazon | neuralbook | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, neuralos, obey_neurodomverse, hypersnatch, iseebs","IP Gold Scan Results classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralos, obey_neurodomverse, hypersnatch, iseebs."
69ae0f7a-6ce0-8327-bbc1-b1f0e6a4eac0,NeuralTube Strategic Intelligence,2026-03-08 17:08:29,2026-03-12 13:13:24,2026-03,497,neuraltube,neuraltube | neuralshell | hypersnatch | iseebs | mind_unset | neuralbook | neuralos,neuraltube | neuralshell | hypersnatch | iseebs | mind_unset | neuralbook | neuralos,True,0.95,"matched canonical project aliases: neuraltube, neuralshell, hypersnatch, iseebs, mind_unset","NeuralTube Strategic Intelligence classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralshell, hypersnatch, iseebs, mind_unset."
69b05838-69e0-8330-b139-358f24ec1ea7,X Name Spelling,2026-03-10 10:43:25,2026-03-10 22:11:11,2026-03,50,neuralos,neuralos | neuraltube | obey_neurodomverse | hypersnatch | mind_unset | neuralshell | snoozurp,neuralos | neuraltube | obey_neurodomverse | hypersnatch | mind_unset | neuralshell | snoozurp,True,0.95,"matched canonical project aliases: neuralos, neuraltube, obey_neurodomverse, hypersnatch, mind_unset","X Name Spelling classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, obey_neurodomverse, hypersnatch, mind_unset."
69ab783f-8458-8329-ba3f-bc49981c80e7,Logo Design for NeuralTube,2026-03-06 16:59:00,2026-03-10 21:57:53,2026-03,5,neuraltube,neuraltube | neuralbook | neuralos,neuraltube | neuralbook | neuralos,True,0.95,"matched canonical project aliases: neuraltube, neuralbook, neuralos","Logo Design for NeuralTube classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralbook, neuralos."
69a924de-7da4-8328-9fd1-3227416a2f88,NeuralTube Technical Breakdown,2026-03-04 22:38:30,2026-03-10 10:39:38,2026-03,647,neuraltube,neuraltube | neuralshell | neuralos | hypersnatch | iseebs | scamazon | mind_unset | neuralbook | obey_neurodomverse | snoozurp,neuraltube | neuralshell | neuralos | hypersnatch | iseebs | scamazon | mind_unset | neuralbook | obey_neurodomverse | snoozurp,True,0.95,"matched canonical project aliases: neuraltube, neuralshell, neuralos, hypersnatch, iseebs","NeuralTube Technical Breakdown classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralshell, neuralos, hypersnatch, iseebs."
69aba846-61d4-8333-a58e-fddea5ebc831,HyperSnatch Project Update,2026-03-06 20:23:37,2026-03-08 11:08:57,2026-03,371,hypersnatch,hypersnatch | neuraltube | neuralos | mind_unset | neuralshell,hypersnatch | neuraltube | neuralos | mind_unset | neuralshell,True,0.95,"matched canonical project aliases: hypersnatch, neuraltube, neuralos, mind_unset, neuralshell","HyperSnatch Project Update classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuraltube, neuralos, mind_unset, neuralshell."
69a36b47-9594-8327-8939-757df17ea4c7,NeuralShell Gemini Package,2026-02-28 14:25:16,2026-03-07 13:29:29,2026-03,265,neuraltube,neuraltube | neuralos | obey_neurodomverse | hypersnatch | scamazon | mind_unset | neuralbook | snoozurp | neuralshell,neuraltube | neuralos | obey_neurodomverse | hypersnatch | scamazon | mind_unset | neuralbook | snoozurp | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, neuralos, obey_neurodomverse, hypersnatch, scamazon","NeuralShell Gemini Package classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralos, obey_neurodomverse, hypersnatch, scamazon."
69aba430-321c-8332-84cf-e45298b03282,NeuralTube Phase 17,2026-03-06 20:06:11,2026-03-06 20:15:58,2026-03,14,neuraltube,neuraltube | mind_unset | hypersnatch | neuralos | neuralshell,neuraltube | mind_unset | hypersnatch | neuralos | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, mind_unset, hypersnatch, neuralos, neuralshell","NeuralTube Phase 17 classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, mind_unset, hypersnatch, neuralos, neuralshell."
69a618f4-0b04-8329-900f-9137c70fdf2d,Is it Shitty? Checklist,2026-03-02 15:10:51,2026-03-06 19:51:42,2026-03,408,hypersnatch,hypersnatch | neuraltube | neuralshell | iseebs | mind_unset | neuralbook | neuralos,hypersnatch | neuraltube | neuralshell | iseebs | mind_unset | neuralbook | neuralos,True,0.95,"matched canonical project aliases: hypersnatch, neuraltube, neuralshell, iseebs, mind_unset","Is it Shitty? Checklist classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuraltube, neuralshell, iseebs, mind_unset."
69a367fd-7d14-8330-b103-9a03fb230416,NeuralTube Project Overview,2026-02-28 14:11:13,2026-03-04 20:13:15,2026-03,317,neuraltube,neuraltube | neuralos | hypersnatch | obey_neurodomverse | scamazon | iseebs | mind_unset | neuralbook | neuralshell,neuraltube | neuralos | hypersnatch | obey_neurodomverse | scamazon | iseebs | mind_unset | neuralbook | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, neuralos, hypersnatch, obey_neurodomverse, scamazon","NeuralTube Project Overview classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralos, hypersnatch, obey_neurodomverse, scamazon."
68b8a448-b8c0-8326-852c-5803317521e7,ZeroTrace backend build,2025-09-03 13:25:46,2026-03-04 17:14:28,2026-03,249,neuralos,neuralos | neuraltube | hypersnatch | obey_neurodomverse | iseebs | mind_unset | neuralshell | scamazon | neuralbook | snoozurp,neuralos | neuraltube | hypersnatch | obey_neurodomverse | iseebs | mind_unset | neuralshell | scamazon | neuralbook | snoozurp,True,0.95,"matched canonical project aliases: neuralos, neuraltube, hypersnatch, obey_neurodomverse, iseebs","ZeroTrace backend build classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, hypersnatch, obey_neurodomverse, iseebs."
69a88256-1f38-832d-8a7c-956eb19397df,IP Gold Scanner Script,2026-03-04 11:05:07,2026-03-04 17:13:36,2026-03,144,neuraltube,neuraltube | neuralos | scamazon | hypersnatch | obey_neurodomverse | mind_unset | neuralbook | snoozurp | neuralshell,neuraltube | neuralos | scamazon | hypersnatch | obey_neurodomverse | mind_unset | neuralbook | snoozurp | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, neuralos, scamazon, hypersnatch, obey_neurodomverse","IP Gold Scanner Script classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralos, scamazon, hypersnatch, obey_neurodomverse."
69a7ac25-4270-8325-a105-df63abe733a2,DeepSeek link analysis,2026-03-03 19:51:02,2026-03-03 20:02:06,2026-03,36,neuralos,neuralos | hypersnatch | mind_unset | neuralshell | neuraltube | iseebs | neuralbook | obey_neurodomverse,neuralos | hypersnatch | mind_unset | neuralshell | neuraltube | iseebs | neuralbook | obey_neurodomverse,True,0.95,"matched canonical project aliases: neuralos, hypersnatch, mind_unset, neuralshell, neuraltube","DeepSeek link analysis classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, hypersnatch, mind_unset, neuralshell, neuraltube."
69a3eff7-3b2c-8333-b2d3-34ee44f1f463,Neural Empire Master Plan,2026-02-28 23:51:29,2026-03-02 14:48:12,2026-03,694,neuraltube,neuraltube | neuralos | mind_unset | obey_neurodomverse | iseebs | neuralbook | neuralshell | hypersnatch,neuraltube | neuralos | mind_unset | obey_neurodomverse | iseebs | neuralbook | neuralshell | hypersnatch,True,0.95,"matched canonical project aliases: neuraltube, neuralos, mind_unset, obey_neurodomverse, iseebs","Neural Empire Master Plan classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralos, mind_unset, obey_neurodomverse, iseebs."
69a5d47d-837c-832e-8095-daa37dfac3a4,NeuralTube System Request,2026-03-02 10:18:38,2026-03-02 13:53:48,2026-03,91,neuraltube,neuraltube | hypersnatch | iseebs | neuralbook | neuralos | neuralshell,neuraltube | hypersnatch | iseebs | neuralbook | neuralos | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, hypersnatch, iseebs, neuralbook, neuralos","NeuralTube System Request classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, hypersnatch, iseebs, neuralbook, neuralos."
69a4a713-3444-8326-bb36-ece3a2cfbedf,Mind Unset NeuroBook Overview,2026-03-01 12:52:38,2026-03-01 14:44:42,2026-03,475,mind_unset,mind_unset | scamazon | neuralbook | neuraltube | neuralos,mind_unset | scamazon | neuralbook | neuraltube | neuralos,True,0.95,"matched canonical project aliases: mind_unset, scamazon, neuralbook, neuraltube, neuralos","Mind Unset NeuroBook Overview classified as mind_unset (project work). Reason: matched canonical project aliases: mind_unset, scamazon, neuralbook, neuraltube, neuralos."
