conversation_id,title,create_time,update_time,month_bucket,message_count,primary_project,project_names_raw,project_names_canonical,is_real_project_work,confidence_0_1,classification_reason,summary
69741430-9e4c-8327-8a35-3d0c527e66a9,Mind Unset Development,2026-01-23 16:37:06,2026-02-24 01:02:43,2026-02,479,neuraltube,neuraltube | obey_neurodomverse | hypersnatch | mind_unset | neuralbook | neuralos | neuralshell | scamazon | iseebs,neuraltube | obey_neurodomverse | hypersnatch | mind_unset | neuralbook | neuralos | neuralshell | scamazon | iseebs,True,0.95,"matched canonical project aliases: neuraltube, obey_neurodomverse, hypersnatch, mind_unset, neuralbook","Mind Unset Development classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, obey_neurodomverse, hypersnatch, mind_unset, neuralbook."
699d2d18-b728-832e-ac72-65c19af1507d,GitHub Repository Overview,2026-02-23 20:46:18,2026-02-24 01:02:35,2026-02,108,neuraltube,neuraltube | neuralos | neuralbook | obey_neurodomverse,neuraltube | neuralos | neuralbook | obey_neurodomverse,True,0.95,"matched canonical project aliases: neuraltube, neuralos, neuralbook, obey_neurodomverse","GitHub Repository Overview classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralos, neuralbook, obey_neurodomverse."
699b7537-2254-832f-a3e0-6e9e43b58ad6,Security and Language Synthesis,2026-02-22 13:29:33,2026-02-24 01:01:01,2026-02,188,neuraltube,neuraltube | mind_unset | iseebs | obey_neurodomverse | hypersnatch | neuralbook | neuralos | neuralshell,neuraltube | mind_unset | iseebs | obey_neurodomverse | hypersnatch | neuralbook | neuralos | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, mind_unset, iseebs, obey_neurodomverse, hypersnatch","Security and Language Synthesis classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, mind_unset, iseebs, obey_neurodomverse, hypersnatch."
699ce099-94c0-832b-b25a-0140b1880b8c,Productization Phase 1 Plan,2026-02-23 15:19:54,2026-02-23 19:17:29,2026-02,183,neuralos,neuralos | neuraltube | obey_neurodomverse | mind_unset | neuralshell | snoozurp | hypersnatch | neuralbook | scamazon,neuralos | neuraltube | obey_neurodomverse | mind_unset | neuralshell | snoozurp | hypersnatch | neuralbook | scamazon,True,0.95,"matched canonical project aliases: neuralos, neuraltube, obey_neurodomverse, mind_unset, neuralshell","Productization Phase 1 Plan classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, obey_neurodomverse, mind_unset, neuralshell."
699b4b69-0d94-8330-b2cf-f793db1a8ebe,LLM Setup for NeuralShell,2026-02-22 10:31:21,2026-02-23 18:24:31,2026-02,61,hypersnatch,hypersnatch | neuralshell | neuralos,hypersnatch | neuralshell | neuralos,True,0.9,"matched canonical project aliases: hypersnatch, neuralshell, neuralos","LLM Setup for NeuralShell classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralshell, neuralos."
699bd493-ff0c-832a-bfbf-2e41c24051ac,Spawn EPERM Windows Issue,2026-02-22 20:16:21,2026-02-23 18:24:17,2026-02,129,neuralos,neuralos | neuraltube | neuralbook | neuralshell | hypersnatch | mind_unset | obey_neurodomverse | scamazon | snoozurp,neuralos | neuraltube | neuralbook | neuralshell | hypersnatch | mind_unset | obey_neurodomverse | scamazon | snoozurp,True,0.95,"matched canonical project aliases: neuralos, neuraltube, neuralbook, neuralshell, hypersnatch","Spawn EPERM Windows Issue classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, neuralbook, neuralshell, hypersnatch."
699b6703-2de8-8325-91ad-bbbd6888f005,Manuscript Finalization Steps,2026-02-22 12:28:53,2026-02-22 20:13:14,2026-02,278,mind_unset,mind_unset | neuraltube | iseebs | neuralshell | obey_neurodomverse | neuralbook | neuralos,mind_unset | neuraltube | iseebs | neuralshell | obey_neurodomverse | neuralbook | neuralos,True,0.95,"matched canonical project aliases: mind_unset, neuraltube, iseebs, neuralshell, obey_neurodomverse","Manuscript Finalization Steps classified as mind_unset (project work). Reason: matched canonical project aliases: mind_unset, neuraltube, iseebs, neuralshell, obey_neurodomverse."
6994f435-6d50-832c-9591-9507de75f17d,File Scan and Audit,2026-02-17 15:06:03,2026-02-21 21:34:24,2026-02,40,mind_unset,mind_unset | neuralbook | neuralos | neuralshell | obey_neurodomverse,mind_unset | neuralbook | neuralos | neuralshell | obey_neurodomverse,True,0.95,"matched canonical project aliases: mind_unset, neuralbook, neuralos, neuralshell, obey_neurodomverse","File Scan and Audit classified as mind_unset (project work). Reason: matched canonical project aliases: mind_unset, neuralbook, neuralos, neuralshell, obey_neurodomverse."
699a49d7-be0c-832d-b9f8-7843fbaf30e9,HyperSnatch Risk Audit,2026-02-21 16:12:41,2026-02-21 19:41:53,2026-02,355,mind_unset,mind_unset | neuraltube | iseebs | neuralos | neuralshell | obey_neurodomverse | hypersnatch | neuralbook,mind_unset | neuraltube | iseebs | neuralos | neuralshell | obey_neurodomverse | hypersnatch | neuralbook,True,0.95,"matched canonical project aliases: mind_unset, neuraltube, iseebs, neuralos, neuralshell","HyperSnatch Risk Audit classified as mind_unset (project work). Reason: matched canonical project aliases: mind_unset, neuraltube, iseebs, neuralos, neuralshell."
699a3485-ddc0-8332-87ea-dc292b75d5f4,Creator Thinking and Language,2026-02-21 14:41:40,2026-02-21 16:10:41,2026-02,133,mind_unset,mind_unset | hypersnatch | iseebs | neuraltube | neuralshell | obey_neurodomverse | neuralbook | neuralos,mind_unset | hypersnatch | iseebs | neuraltube | neuralshell | obey_neurodomverse | neuralbook | neuralos,True,0.95,"matched canonical project aliases: mind_unset, hypersnatch, iseebs, neuraltube, neuralshell","Creator Thinking and Language classified as mind_unset (project work). Reason: matched canonical project aliases: mind_unset, hypersnatch, iseebs, neuraltube, neuralshell."
699899e1-2860-832f-918a-db5258c2c604,Scan for Mindunset Format,2026-02-20 09:29:10,2026-02-21 15:49:42,2026-02,1910,mind_unset,mind_unset | iseebs | neuralbook | neuraltube | neuralos | neuralshell | obey_neurodomverse,mind_unset | iseebs | neuralbook | neuraltube | neuralos | neuralshell | obey_neurodomverse,True,0.95,"matched canonical project aliases: mind_unset, iseebs, neuralbook, neuraltube, neuralos","Scan for Mindunset Format classified as mind_unset (project work). Reason: matched canonical project aliases: mind_unset, iseebs, neuralbook, neuraltube, neuralos."
69993c87-22ec-8331-9e20-0bbc9d94c35c,neuralshell,2026-02-20 21:03:24,2026-02-21 15:38:20,2026-02,80,mind_unset,mind_unset | iseebs | neuraltube | neuralshell | obey_neurodomverse | neuralbook | neuralos,mind_unset | iseebs | neuraltube | neuralshell | obey_neurodomverse | neuralbook | neuralos,True,0.95,"matched canonical project aliases: mind_unset, iseebs, neuraltube, neuralshell, obey_neurodomverse","neuralshell classified as mind_unset (project work). Reason: matched canonical project aliases: mind_unset, iseebs, neuraltube, neuralshell, obey_neurodomverse."
699a17dc-c8a0-8327-9f13-bfcd1438ab7f,PowerShell Node.js Errors,2026-02-21 12:38:54,2026-02-21 14:33:00,2026-02,143,hypersnatch,hypersnatch | mind_unset | iseebs | neuralshell | neuralbook | neuralos | neuraltube | obey_neurodomverse,hypersnatch | mind_unset | iseebs | neuralshell | neuralbook | neuralos | neuraltube | obey_neurodomverse,True,0.95,"matched canonical project aliases: hypersnatch, mind_unset, iseebs, neuralshell, neuralbook","PowerShell Node.js Errors classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, mind_unset, iseebs, neuralshell, neuralbook."
6999f4ce-33cc-8331-99ae-0bfaf5eec779,hypesnatch,2026-02-21 10:09:20,2026-02-21 12:34:23,2026-02,149,hypersnatch,hypersnatch | mind_unset | iseebs | neuraltube | obey_neurodomverse | neuralbook | neuralos | neuralshell,hypersnatch | mind_unset | iseebs | neuraltube | obey_neurodomverse | neuralbook | neuralos | neuralshell,True,0.95,"matched canonical project aliases: hypersnatch, mind_unset, iseebs, neuraltube, obey_neurodomverse","hypesnatch classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, mind_unset, iseebs, neuraltube, obey_neurodomverse."
69992710-c36c-8329-ac8b-95408908c338,Hypersnatch project analysis,2026-02-20 19:31:29,2026-02-21 10:04:38,2026-02,134,hypersnatch,hypersnatch | mind_unset | neuraltube | iseebs | obey_neurodomverse | neuralbook | neuralos | neuralshell,hypersnatch | mind_unset | neuraltube | iseebs | obey_neurodomverse | neuralbook | neuralos | neuralshell,True,0.95,"matched canonical project aliases: hypersnatch, mind_unset, neuraltube, iseebs, obey_neurodomverse","Hypersnatch project analysis classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, mind_unset, neuraltube, iseebs, obey_neurodomverse."
69990962-4848-8331-9f26-145d5101f8c3,Release Verification and Stabilization,2026-02-20 17:25:07,2026-02-21 09:46:16,2026-02,61,hypersnatch,hypersnatch | neuralbook | neuralos | neuralshell,hypersnatch | neuralbook | neuralos | neuralshell,True,0.95,"matched canonical project aliases: hypersnatch, neuralbook, neuralos, neuralshell","Release Verification and Stabilization classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralbook, neuralos, neuralshell."
69976258-595c-8329-a28d-365c81c2f5ad,Project Validation and Compliance,2026-02-19 11:20:16,2026-02-20 17:11:40,2026-02,276,hypersnatch,hypersnatch | neuralshell | neuralbook | neuralos,hypersnatch | neuralshell | neuralbook | neuralos,True,0.95,"matched canonical project aliases: hypersnatch, neuralshell, neuralbook, neuralos","Project Validation and Compliance classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralshell, neuralbook, neuralos."
6997bc4d-db84-832d-92a5-fbf2c83eb01d,IP Stack and Progress,2026-02-19 17:43:42,2026-02-20 12:18:31,2026-02,170,neuralos,neuralos | neuraltube | hypersnatch | mind_unset | iseebs | neuralshell | obey_neurodomverse | neuralbook | snoozurp,neuralos | neuraltube | hypersnatch | mind_unset | iseebs | neuralshell | obey_neurodomverse | neuralbook | snoozurp,True,0.95,"matched canonical project aliases: neuralos, neuraltube, hypersnatch, mind_unset, iseebs","IP Stack and Progress classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, hypersnatch, mind_unset, iseebs."
69745373-cb90-832d-8589-04b513b23ae9,HyperSnatch™ Phase 41 Resume,2026-01-23 21:07:00,2026-02-19 21:04:37,2026-02,643,hypersnatch,hypersnatch | neuralshell | neuralos | mind_unset | neuraltube | obey_neurodomverse | iseebs | neuralbook,hypersnatch | neuralshell | neuralos | mind_unset | neuraltube | obey_neurodomverse | iseebs | neuralbook,True,0.95,"matched canonical project aliases: hypersnatch, neuralshell, neuralos, mind_unset, neuraltube","HyperSnatch™ Phase 41 Resume classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralshell, neuralos, mind_unset, neuraltube."
69968a8e-8f5c-832e-876d-6d6a7ab1c1d7,Blank message received,2026-02-18 19:59:15,2026-02-18 22:47:12,2026-02,278,hypersnatch,hypersnatch | neuralshell | neuralos | iseebs | neuraltube,hypersnatch | neuralshell | neuralos | iseebs | neuraltube,True,0.95,"matched canonical project aliases: hypersnatch, neuralshell, neuralos, iseebs, neuraltube","Blank message received classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralshell, neuralos, iseebs, neuraltube."
6995575d-59f0-8328-afa7-9e584b74904f,Decode Success Export Failure,2026-02-17 22:08:35,2026-02-18 18:55:54,2026-02,2456,hypersnatch,hypersnatch | neuralshell | neuralbook | neuralos | neuraltube,hypersnatch | neuralshell | neuralbook | neuralos | neuraltube,True,0.95,"matched canonical project aliases: hypersnatch, neuralshell, neuralbook, neuralos, neuraltube","Decode Success Export Failure classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralshell, neuralbook, neuralos, neuraltube."
6962ede1-2dec-832e-b7e0-fffd2b6ae162,ddda,2026-01-10 16:25:14,2026-02-17 22:03:58,2026-02,88,scamazon,scamazon | iseebs | obey_neurodomverse | neuraltube | neuralos,scamazon | iseebs | obey_neurodomverse | neuraltube | neuralos,True,0.95,"matched canonical project aliases: scamazon, iseebs, obey_neurodomverse, neuraltube, neuralos","ddda classified as scamazon (project work). Reason: matched canonical project aliases: scamazon, iseebs, obey_neurodomverse, neuraltube, neuralos."
6972d626-df74-832e-98ed-964ffc8c8d26,New branch setup,2026-01-22 18:00:07,2026-02-17 21:57:12,2026-02,94,obey_neurodomverse,obey_neurodomverse | neuraltube | neuralos,obey_neurodomverse | neuraltube | neuralos,True,0.9,"matched canonical project aliases: obey_neurodomverse, neuraltube, neuralos","New branch setup classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, neuraltube, neuralos."
6995283d-41a0-8325-ae1d-7b7b3ed66c92,Extract Rank Projects List,2026-02-17 18:48:08,2026-02-17 19:20:22,2026-02,64,neuralos,neuralos | hypersnatch | mind_unset | neuralshell | neuraltube | snoozurp,neuralos | hypersnatch | mind_unset | neuralshell | neuraltube | snoozurp,True,0.95,"matched canonical project aliases: neuralos, hypersnatch, mind_unset, neuralshell, neuraltube","Extract Rank Projects List classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, hypersnatch, mind_unset, neuralshell, neuraltube."
6994f91c-8910-832b-a6a4-c37bb7fd137c,Scan and Process History,2026-02-17 15:29:04,2026-02-17 18:14:35,2026-02,402,neuraltube,neuraltube | mind_unset | iseebs | neuralos | obey_neurodomverse | scamazon | hypersnatch | neuralbook | neuralshell,neuraltube | mind_unset | iseebs | neuralos | obey_neurodomverse | scamazon | hypersnatch | neuralbook | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, mind_unset, iseebs, neuralos, obey_neurodomverse","Scan and Process History classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, mind_unset, iseebs, neuralos, obey_neurodomverse."
6993fb0c-15b0-8331-bd65-91893989081e,Assistant Response,2026-02-16 21:22:58,2026-02-17 13:54:31,2026-02,536,neuraltube,neuraltube | obey_neurodomverse | neuralos | neuralshell | hypersnatch | neuralbook,neuraltube | obey_neurodomverse | neuralos | neuralshell | hypersnatch | neuralbook,True,0.95,"matched canonical project aliases: neuraltube, obey_neurodomverse, neuralos, neuralshell, hypersnatch","Assistant Response classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, obey_neurodomverse, neuralos, neuralshell, hypersnatch."
6960142b-d30c-832c-a331-d615d1433dd0,NeuralTube Executioner XR,2026-01-08 12:31:41,2026-02-17 13:42:33,2026-02,239,neuraltube,neuraltube | neuralos | obey_neurodomverse | mind_unset | neuralbook | neuralshell,neuraltube | neuralos | obey_neurodomverse | mind_unset | neuralbook | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, neuralos, obey_neurodomverse, mind_unset, neuralbook","NeuralTube Executioner XR classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralos, obey_neurodomverse, mind_unset, neuralbook."
698e2a59-27fc-8332-9b13-17ef48240232,NeuralTube Build Continuation,2026-02-12 11:30:34,2026-02-17 13:41:02,2026-02,5,neuraltube,neuraltube | neuralbook | neuralos,neuraltube | neuralbook | neuralos,True,0.95,"matched canonical project aliases: neuraltube, neuralbook, neuralos","NeuralTube Build Continuation classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralbook, neuralos."
6974279a-e254-8330-9ed9-fe1782af2f68,NeuralTube Execution Resumed,2026-01-23 17:59:57,2026-02-17 13:38:41,2026-02,260,neuraltube,neuraltube | neuralshell | obey_neurodomverse | hypersnatch | iseebs | neuralbook | neuralos,neuraltube | neuralshell | obey_neurodomverse | hypersnatch | iseebs | neuralbook | neuralos,True,0.95,"matched canonical project aliases: neuraltube, neuralshell, obey_neurodomverse, hypersnatch, iseebs","NeuralTube Execution Resumed classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralshell, obey_neurodomverse, hypersnatch, iseebs."
6993676a-7570-832c-bec0-4c066499f907,Model Recommendation Inquiry,2026-02-16 10:52:27,2026-02-16 10:53:50,2026-02,8,hypersnatch,hypersnatch | neuralos,hypersnatch | neuralos,True,0.7,"matched canonical project aliases: hypersnatch, neuralos","Model Recommendation Inquiry classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralos."
6992bb2f-5b10-8325-b660-fe2ec8d35194,NeuralTube_XR Prototype Review,2026-02-15 22:37:36,2026-02-15 23:49:20,2026-02,143,neuraltube,neuraltube | neuralshell | hypersnatch | neuralbook | neuralos | obey_neurodomverse,neuraltube | neuralshell | hypersnatch | neuralbook | neuralos | obey_neurodomverse,True,0.95,"matched canonical project aliases: neuraltube, neuralshell, hypersnatch, neuralbook, neuralos","NeuralTube_XR Prototype Review classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, neuralshell, hypersnatch, neuralbook, neuralos."
698fe3fb-c524-8332-aee9-e9f774945075,Backlash After GPT-4o,2026-02-13 18:55:06,2026-02-15 21:44:52,2026-02,258,neuralos,neuralos | neuralshell | hypersnatch | iseebs | neuralbook,neuralos | neuralshell | hypersnatch | iseebs | neuralbook,True,0.95,"matched canonical project aliases: neuralos, neuralshell, hypersnatch, iseebs, neuralbook","Backlash After GPT-4o classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuralshell, hypersnatch, iseebs, neuralbook."
698eccf4-f508-832e-9b91-391408ba8702,Image description task,2026-02-12 23:04:27,2026-02-15 14:35:48,2026-02,1853,hypersnatch,hypersnatch | neuralos | mind_unset | iseebs | neuralshell | neuraltube | obey_neurodomverse | neuralbook,hypersnatch | neuralos | mind_unset | iseebs | neuralshell | neuraltube | obey_neurodomverse | neuralbook,True,0.95,"matched canonical project aliases: hypersnatch, neuralos, mind_unset, iseebs, neuralshell","Image description task classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralos, mind_unset, iseebs, neuralshell."
6990e7e6-9f80-8326-91b2-89a4c22bc2d5,Scan and Plan Archives,2026-02-14 13:23:54,2026-02-14 21:44:54,2026-02,518,neuralos,neuralos | neuralshell | neuraltube | obey_neurodomverse | hypersnatch | mind_unset | iseebs | neuralbook | scamazon,neuralos | neuralshell | neuraltube | obey_neurodomverse | hypersnatch | mind_unset | iseebs | neuralbook | scamazon,True,0.95,"matched canonical project aliases: neuralos, neuralshell, neuraltube, obey_neurodomverse, hypersnatch","Scan and Plan Archives classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuralshell, neuraltube, obey_neurodomverse, hypersnatch."
698e4dc9-7bc0-832b-9b27-98358c584626,NeuralShell Mega-Build Update,2026-02-12 14:01:51,2026-02-14 01:14:41,2026-02,849,neuralos,neuralos | neuraltube | neuralshell | obey_neurodomverse | scamazon | hypersnatch | iseebs | mind_unset | neuralbook,neuralos | neuraltube | neuralshell | obey_neurodomverse | scamazon | hypersnatch | iseebs | mind_unset | neuralbook,True,0.95,"matched canonical project aliases: neuralos, neuraltube, neuralshell, obey_neurodomverse, scamazon","NeuralShell Mega-Build Update classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, neuralshell, obey_neurodomverse, scamazon."
698eb1f7-45b0-8331-bcda-459c3646d4cf,GPT-4o Retirement Time,2026-02-12 21:09:13,2026-02-12 21:45:11,2026-02,18,neuraltube,neuraltube | hypersnatch | mind_unset | neuralbook | neuralos | neuralshell,neuraltube | hypersnatch | mind_unset | neuralbook | neuralos | neuralshell,True,0.95,"matched canonical project aliases: neuraltube, hypersnatch, mind_unset, neuralbook, neuralos","GPT-4o Retirement Time classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, hypersnatch, mind_unset, neuralbook, neuralos."
6983a012-a404-8326-9dda-8055d3c25356,File Comparison Results,2026-02-04 11:37:58,2026-02-12 14:01:25,2026-02,663,neuralos,neuralos | neuraltube | obey_neurodomverse | neuralbook | neuralshell | hypersnatch | mind_unset | scamazon | iseebs | snoozurp,neuralos | neuraltube | obey_neurodomverse | neuralbook | neuralshell | hypersnatch | mind_unset | scamazon | iseebs | snoozurp,True,0.95,"matched canonical project aliases: neuralos, neuraltube, obey_neurodomverse, neuralbook, neuralshell","File Comparison Results classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuraltube, obey_neurodomverse, neuralbook, neuralshell."
698e14cd-f890-832e-a862-f80085ead36c,Using GPT-4o API,2026-02-12 09:58:41,2026-02-12 11:30:15,2026-02,84,neuraltube,neuraltube | hypersnatch | iseebs | neuralbook | neuralos | neuralshell | obey_neurodomverse | scamazon,neuraltube | hypersnatch | iseebs | neuralbook | neuralos | neuralshell | obey_neurodomverse | scamazon,True,0.95,"matched canonical project aliases: neuraltube, hypersnatch, iseebs, neuralbook, neuralos","Using GPT-4o API classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, hypersnatch, iseebs, neuralbook, neuralos."
69817941-c5c4-8333-a4f9-1deaa18ec4b3,Project Execution Issues,2026-02-02 20:27:51,2026-02-02 20:47:38,2026-02,34,neuraltube,neuraltube | hypersnatch | neuralshell | obey_neurodomverse | scamazon | mind_unset | neuralbook | neuralos,neuraltube | hypersnatch | neuralshell | obey_neurodomverse | scamazon | mind_unset | neuralbook | neuralos,True,0.95,"matched canonical project aliases: neuraltube, hypersnatch, neuralshell, obey_neurodomverse, scamazon","Project Execution Issues classified as neuraltube (project work). Reason: matched canonical project aliases: neuraltube, hypersnatch, neuralshell, obey_neurodomverse, scamazon."
