conversation_id,title,create_time,update_time,month_bucket,message_count,primary_project,project_names_raw,project_names_canonical,is_real_project_work,confidence_0_1,classification_reason,summary
68bfcbd0-f854-8321-8f6b-ddcf1da27c46,Project scan update,2025-09-08 23:40:17,2025-09-08 23:42:13,2025-09,19,scamazon,scamazon | iseebs | hypersnatch | mind_unset | neuralbook | neuralos | neuraltube | obey_neurodomverse,scamazon | iseebs | hypersnatch | mind_unset | neuralbook | neuralos | neuraltube | obey_neurodomverse,True,0.95,"matched canonical project aliases: scamazon, iseebs, hypersnatch, mind_unset, neuralbook","Project scan update classified as scamazon (project work). Reason: matched canonical project aliases: scamazon, iseebs, hypersnatch, mind_unset, neuralbook."
68bb6a13-df40-8324-9426-a8f33308ceb0,Build core system modules,2025-09-05 15:54:12,2025-09-07 21:39:04,2025-09,95,hypersnatch,hypersnatch | neuralbook | neuralos | neuralshell,hypersnatch | neuralbook | neuralos | neuralshell,True,0.9,"matched canonical project aliases: hypersnatch, neuralbook, neuralos, neuralshell","Build core system modules classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralbook, neuralos, neuralshell."
68b24d4c-7734-832b-8cb0-33e987e81b26,NeuralOS project continuation,2025-08-29 18:01:01,2025-09-07 21:34:42,2025-09,438,obey_neurodomverse,obey_neurodomverse | scamazon | neuralos | neuraltube | iseebs | mind_unset | hypersnatch | snoozurp | neuralbook | neuralshell,obey_neurodomverse | scamazon | neuralos | neuraltube | iseebs | mind_unset | hypersnatch | snoozurp | neuralbook | neuralshell,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, neuralos, neuraltube, iseebs","NeuralOS project continuation classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, neuralos, neuraltube, iseebs."
68980178-6b74-8323-aa11-06348ba82c30,obey,2025-08-09 19:18:35,2025-09-07 20:59:49,2025-09,1009,obey_neurodomverse,obey_neurodomverse | scamazon | iseebs | mind_unset | neuraltube | neuralbook | neuralos,obey_neurodomverse | scamazon | iseebs | mind_unset | neuraltube | neuralbook | neuralos,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, iseebs, mind_unset, neuraltube","obey classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, iseebs, mind_unset, neuraltube."
68b92110-6704-8330-9517-0fb287261a43,XXXplorer development progress,2025-09-03 22:18:10,2025-09-07 20:42:23,2025-09,38,obey_neurodomverse,obey_neurodomverse | neuralos | snoozurp | neuralbook | neuralshell,obey_neurodomverse | neuralos | snoozurp | neuralbook | neuralshell,True,0.95,"matched canonical project aliases: obey_neurodomverse, neuralos, snoozurp, neuralbook, neuralshell","XXXplorer development progress classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, neuralos, snoozurp, neuralbook, neuralshell."
68ac0963-0bc0-832d-a05b-db3b493c9714,Git bash script drag,2025-08-24 23:58:02,2025-09-07 20:36:58,2025-09,299,obey_neurodomverse,obey_neurodomverse | scamazon | neuralos | hypersnatch | mind_unset | neuralshell | snoozurp | neuralbook | neuraltube,obey_neurodomverse | scamazon | neuralos | hypersnatch | mind_unset | neuralshell | snoozurp | neuralbook | neuraltube,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, neuralos, hypersnatch, mind_unset","Git bash script drag classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, neuralos, hypersnatch, mind_unset."
68a774c1-a388-8333-a74f-30c10b308519,deb rid old,2025-08-21 12:34:26,2025-09-07 19:49:53,2025-09,731,hypersnatch,hypersnatch | obey_neurodomverse | scamazon | neuraltube | iseebs | neuralos | mind_unset | neuralbook | snoozurp,hypersnatch | obey_neurodomverse | scamazon | neuraltube | iseebs | neuralos | mind_unset | neuralbook | snoozurp,True,0.95,"matched canonical project aliases: hypersnatch, obey_neurodomverse, scamazon, neuraltube, iseebs","deb rid old classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, obey_neurodomverse, scamazon, neuraltube, iseebs."
68b74c31-d7b8-832c-b5b5-95809f7fd363,tear,2025-09-02 12:57:39,2025-09-07 19:31:25,2025-09,134,neuralos,neuralos | hypersnatch | neuralshell | obey_neurodomverse | neuralbook | neuraltube | scamazon,neuralos | hypersnatch | neuralshell | obey_neurodomverse | neuralbook | neuraltube | scamazon,True,0.95,"matched canonical project aliases: neuralos, hypersnatch, neuralshell, obey_neurodomverse, neuralbook","tear classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, hypersnatch, neuralshell, obey_neurodomverse, neuralbook."
68a2c2c0-8cb0-8325-b34c-6feb3a0f9d40,OS brain,2025-08-17 23:05:54,2025-09-07 13:32:45,2025-09,898,neuralos,neuralos | obey_neurodomverse | scamazon | iseebs | mind_unset | neuraltube | snoozurp | neuralshell | neuralbook,neuralos | obey_neurodomverse | scamazon | iseebs | mind_unset | neuraltube | snoozurp | neuralshell | neuralbook,True,0.95,"matched canonical project aliases: neuralos, obey_neurodomverse, scamazon, iseebs, mind_unset","OS brain classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, obey_neurodomverse, scamazon, iseebs, mind_unset."
689f904e-a850-832b-918e-a8eccf4593ad,Project eta and progress,2025-08-15 12:53:51,2025-09-07 12:28:01,2025-09,421,obey_neurodomverse,obey_neurodomverse | scamazon | mind_unset | iseebs | neuraltube | neuralbook | neuralos,obey_neurodomverse | scamazon | mind_unset | iseebs | neuraltube | neuralbook | neuralos,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, mind_unset, iseebs, neuraltube","Project eta and progress classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, mind_unset, iseebs, neuraltube."
68bbaee3-15dc-8326-9599-04cc609d9e58,Advanced SnapSuite Upgrades,2025-09-05 20:47:47,2025-09-06 22:52:13,2025-09,13,neuralbook,neuralbook | neuralos,neuralbook | neuralos,True,0.7,"matched canonical project aliases: neuralbook, neuralos","Advanced SnapSuite Upgrades classified as neuralbook (project work). Reason: matched canonical project aliases: neuralbook, neuralos."
68b7b6c5-5b5c-8320-ab78-7890565fa40a,NeuralEmpire module expansion,2025-09-02 20:32:22,2025-09-06 22:43:42,2025-09,22,hypersnatch,hypersnatch | neuralos | neuralshell | neuraltube | obey_neurodomverse,hypersnatch | neuralos | neuralshell | neuraltube | obey_neurodomverse,True,0.95,"matched canonical project aliases: hypersnatch, neuralos, neuralshell, neuraltube, obey_neurodomverse","NeuralEmpire module expansion classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralos, neuralshell, neuraltube, obey_neurodomverse."
68a26857-0b30-8326-a5d0-7f36c29935cb,Final project progress update,2025-08-17 16:40:07,2025-09-06 22:42:02,2025-09,39,obey_neurodomverse,obey_neurodomverse | scamazon | mind_unset | neuralos | hypersnatch | iseebs | neuralbook | neuralshell | neuraltube,obey_neurodomverse | scamazon | mind_unset | neuralos | hypersnatch | iseebs | neuralbook | neuralshell | neuraltube,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, mind_unset, neuralos, hypersnatch","Final project progress update classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, mind_unset, neuralos, hypersnatch."
68b3e7f5-81d0-8321-9bfe-a3f0349fc649,Direct Drop Protocol status,2025-08-30 23:13:12,2025-09-06 22:22:07,2025-09,236,obey_neurodomverse,obey_neurodomverse | scamazon | iseebs | mind_unset | neuraltube | neuralshell | hypersnatch | neuralbook | neuralos,obey_neurodomverse | scamazon | iseebs | mind_unset | neuraltube | neuralshell | hypersnatch | neuralbook | neuralos,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, iseebs, mind_unset, neuraltube","Direct Drop Protocol status classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, iseebs, mind_unset, neuraltube."
68bb264f-d038-832c-afbc-2dc93262f219,Build DateSwitch Faker,2025-09-05 11:05:04,2025-09-06 19:50:05,2025-09,24,hypersnatch,hypersnatch | neuralbook | neuralos | neuraltube,hypersnatch | neuralbook | neuralos | neuraltube,True,0.9,"matched canonical project aliases: hypersnatch, neuralbook, neuralos, neuraltube","Build DateSwitch Faker classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralbook, neuralos, neuraltube."
68bb267c-93b4-8321-9daa-1ec3a0cae133,NeuralFog build summary,2025-09-05 11:05:49,2025-09-06 19:47:05,2025-09,9,neuralbook,neuralbook | neuralos | neuralshell,neuralbook | neuralos | neuralshell,True,0.8,"matched canonical project aliases: neuralbook, neuralos, neuralshell","NeuralFog build summary classified as neuralbook (project work). Reason: matched canonical project aliases: neuralbook, neuralos, neuralshell."
68bcc203-7800-832e-a1b1-cd28e177ef01,Autonomous god mode cycle mode,2025-09-06 16:21:40,2025-09-06 18:03:46,2025-09,24,neuralos,neuralos | neuralbook | neuralshell | obey_neurodomverse | scamazon | snoozurp,neuralos | neuralbook | neuralshell | obey_neurodomverse | scamazon | snoozurp,True,0.95,"matched canonical project aliases: neuralos, neuralbook, neuralshell, obey_neurodomverse, scamazon","Autonomous god mode cycle mode classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, neuralbook, neuralshell, obey_neurodomverse, scamazon."
68b5ff80-0524-8320-91ac-41071c489e07,Neural Empire HTML modules,2025-09-01 13:18:09,2025-09-05 23:41:16,2025-09,54,hypersnatch,hypersnatch | mind_unset | neuralbook | neuralos | neuralshell | neuraltube | obey_neurodomverse,hypersnatch | mind_unset | neuralbook | neuralos | neuralshell | neuraltube | obey_neurodomverse,True,0.95,"matched canonical project aliases: hypersnatch, mind_unset, neuralbook, neuralos, neuralshell","Neural Empire HTML modules classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, mind_unset, neuralbook, neuralos, neuralshell."
68bb255c-800c-832a-8ce2-e90e3133470b,Build FileFormat Faker app,2025-09-05 11:01:01,2025-09-05 23:30:15,2025-09,12,hypersnatch,hypersnatch | neuralos,hypersnatch | neuralos,True,0.7,"matched canonical project aliases: hypersnatch, neuralos","Build FileFormat Faker app classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, neuralos."
68a92257-e4b8-8322-af51-4fc35af9755c,anation,2025-08-22 19:07:21,2025-09-05 22:36:40,2025-09,588,neuralos,neuralos | obey_neurodomverse | hypersnatch | scamazon | snoozurp | iseebs | neuraltube | mind_unset | neuralbook | neuralshell,neuralos | obey_neurodomverse | hypersnatch | scamazon | snoozurp | iseebs | neuraltube | mind_unset | neuralbook | neuralshell,True,0.95,"matched canonical project aliases: neuralos, obey_neurodomverse, hypersnatch, scamazon, snoozurp","anation classified as neuralos (project work). Reason: matched canonical project aliases: neuralos, obey_neurodomverse, hypersnatch, scamazon, snoozurp."
68ae8bb7-2394-8322-99a2-29b335c5f874,Project continuity sync,2025-08-26 21:38:15,2025-09-05 20:57:15,2025-09,429,obey_neurodomverse,obey_neurodomverse | scamazon | mind_unset | neuraltube | iseebs | neuralos | neuralbook | snoozurp,obey_neurodomverse | scamazon | mind_unset | neuraltube | iseebs | neuralos | neuralbook | snoozurp,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, mind_unset, neuraltube, iseebs","Project continuity sync classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, mind_unset, neuraltube, iseebs."
68b32ea6-b8a4-8321-b9f6-f72d7f501b55,Project progress scan,2025-08-30 10:02:31,2025-09-05 19:19:58,2025-09,32,obey_neurodomverse,obey_neurodomverse | scamazon | hypersnatch | iseebs | mind_unset | neuralos | neuraltube,obey_neurodomverse | scamazon | hypersnatch | iseebs | mind_unset | neuralos | neuraltube,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, hypersnatch, iseebs, mind_unset","Project progress scan classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, hypersnatch, iseebs, mind_unset."
68b8a7f3-e164-8330-a0c4-4590474e11b3,Project status update,2025-09-03 13:41:25,2025-09-03 14:33:33,2025-09,31,hypersnatch,hypersnatch | mind_unset | neuralshell | neuralbook | neuralos | obey_neurodomverse | scamazon,hypersnatch | mind_unset | neuralshell | neuralbook | neuralos | obey_neurodomverse | scamazon,True,0.95,"matched canonical project aliases: hypersnatch, mind_unset, neuralshell, neuralbook, neuralos","Project status update classified as hypersnatch (project work). Reason: matched canonical project aliases: hypersnatch, mind_unset, neuralshell, neuralbook, neuralos."
68afad2d-1198-8332-ae5b-797ff84ef7c3,VIP IP sync merge,2025-08-27 18:14:22,2025-09-01 11:27:38,2025-09,72,obey_neurodomverse,obey_neurodomverse | scamazon | neuralos | snoozurp | mind_unset | hypersnatch | neuralbook,obey_neurodomverse | scamazon | neuralos | snoozurp | mind_unset | hypersnatch | neuralbook,True,0.95,"matched canonical project aliases: obey_neurodomverse, scamazon, neuralos, snoozurp, mind_unset","VIP IP sync merge classified as obey_neurodomverse (project work). Reason: matched canonical project aliases: obey_neurodomverse, scamazon, neuralos, snoozurp, mind_unset."
